ID,Order_Id,Order_Date,Order_Priority,Order_Quantity,Value,Discount,Shipping_mode,Profit,Unit_price,Shipping_cost,Customer_name,Province,Region,Customer_segment,Product_category,Product_subcategory,Product_name,Product_container,Product_base_margin,Shipping_date
120,774,12/3/2011,Critical,17,73.8752,0.03,Regular Air,-20.8208,4.48,49,Sibella Parks,Alberta,West,Small Business,Office Supplies,Appliances,Hoover Portapower™ Portable Vacuum,Large Box,0.6,00:00.0
121,775,3/17/2011,Critical,35,39.69,0.1,Regular Air,3.269,1.26,0.7,Peter McVee,Nova Scotia,Atlantic,Small Business,Office Supplies,Rubber Bands,Bagged Rubber Bands,Wrap Bag,0.81,00:00.0
122,775,3/17/2011,Critical,8,30.672,0.1,Regular Air,14.4768,4.26,1.2,Peter McVee,Nova Scotia,Atlantic,Small Business,Office Supplies,Pens & Art Supplies,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",Wrap Bag,0.44,00:00.0
123,801,2/17/2012,Critical,20,53.156,0.03,Regular Air,17.872,2.74,3.5,Thais Sissman,Manitoba,Prarie,Corporate,Office Supplies,Pens & Art Supplies,Rogers Handheld Barrel Pencil Sharpener,Small Pack,0.58,00:00.0
124,802,1/4/2011,Critical,33,355.212,0.08,Regular Air,195.142,11.7,5.63,Kean Nguyen,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Fellowes Binding Cases,Small Box,0.4,00:00.0
125,802,1/4/2011,Critical,2,29.1018,0.09,Regular Air,4.0316,15.99,9.4,Kean Nguyen,Ontario,Ontario,Corporate,Technology,Office Machines,"AT&T Black Trimline Phone, Model 210",Small Box,0.49,00:00.0
154,964,5/19/2011,Medium,4,38.9256,0.02,Regular Air,20.756,9.93,1.09,Stefania Perrino,Nova Scotia,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Peel-Off® China Markers,Wrap Bag,0.43,00:00.0
155,965,5/14/2011,Low,42,10975.0788,0.07,Delivery Truck,3150.6432,280.98,35.67,Jas O'Carroll,Ontario,Ontario,Corporate,Furniture,Tables,Global Adaptabilities™ Conference Tables,Jumbo Box,0.66,00:00.0
156,967,6/20/2012,Medium,6,81.4218,0.03,Regular Air,41.1752,13.99,7.51,Maureen Gastineau,Yukon,Yukon,Consumer,Technology,Office Machines,Sharp EL500L Fraction Calculator,Medium Box,0.39,00:00.0
126,805,7/4/2011,Not Specified,39,189.9534,0.02,Regular Air,79.5752,4.97,5.71,Toby Swindell,Saskachewan,Prarie,Small Business,Furniture,Office Furnishings,"DAX Value U-Channel Document Frames, Easel Back",Medium Box,0.54,00:00.0
127,807,11/23/2010,Medium,45,190.674,0.01,Regular Air,107.454,4.28,6.18,Neola Schneider,Nunavut,Nunavut,Home Office,Office Supplies,Paper,Xerox 1980,Small Box,0.4,00:00.0
128,807,11/23/2010,Medium,32,121.344,0.04,Regular Air,52.352,3.95,2,Neola Schneider,Nunavut,Nunavut,Home Office,Office Supplies,Rubber Bands,Advantus Map Pennant Flags and Round Head Tacks,Wrap Bag,0.53,00:00.0
129,832,4/18/2012,Low,7,44.4528,0.02,Regular Air,21.7696,6.48,5.9,Alice McCarthy,Alberta,West,Corporate,Office Supplies,Paper,Xerox 1976,Small Box,0.37,00:00.0
130,833,2/12/2009,Medium,1,12.1541,0.03,Regular Air,0.2227,12.53,7.17,Olvera Toch,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,GBC ProClick Spines for 32-Hole Punch,Small Box,0.38,00:00.0
131,834,5/22/2009,Medium,15,1722.4515,0.01,Delivery Truck,970.3715,115.99,56.14,Eugene Moren,British Columbia,West,Home Office,Technology,Office Machines,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Jumbo Drum,0.4,00:00.0
132,835,10/7/2011,Not Specified,18,114.3072,0.02,Regular Air,66.0104,6.48,5.14,Duane Huffman,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 23,Small Box,0.37,00:00.0
133,837,6/14/2009,Not Specified,11,63.5976,0.01,Regular Air,31.29,5.84,0.83,Sean O'Donnell,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Avery Hi-Liter® Smear-Safe Highlighters,Wrap Bag,0.49,00:00.0
134,868,6/8/2012,Not Specified,32,696.96,0,Regular Air,342.54,21.78,5.94,Carlos Daly,Nunavut,Nunavut,Home Office,Office Supplies,Appliances,Holmes HEPA Air Purifier,Medium Box,0.5,00:00.0
135,868,6/8/2012,Not Specified,31,1427.8848,0.04,Regular Air,368.235,47.98,3.61,Carlos Daly,Nunavut,Nunavut,Home Office,Technology,Computer Peripherals,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",Small Pack,0.71,00:00.0
136,870,6/19/2010,Not Specified,23,1567.0176,0.04,Regular Air,600.4547,70.97,3.5,Valerie Dominguez,Manitoba,Prarie,Corporate,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Small Box,0.59,00:00.0
137,871,11/14/2011,Low,17,99.7152,0.06,Regular Air,30.8472,6.24,5.22,David Kendrick,Yukon,Yukon,Home Office,Furniture,Office Furnishings,Eldon Expressions Mahogany Wood Desk Collection,Small Box,0.6,00:00.0
138,896,3/8/2010,Critical,50,1233.54,0.01,Regular Air,734.62,24.92,12.98,Edward Nazzal,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers,Small Box,0.39,00:00.0
139,898,6/2/2010,High,40,620.024,0.03,Regular Air,306.708,15.98,6.5,Sanjit Jacobs,Quebec,Quebec,Consumer,Technology,Computer Peripherals,Logitech Access Keyboard,Small Box,0.48,00:00.0
140,898,6/2/2010,High,26,7392.6528,0.04,Delivery Truck,1486.016,296.18,54.12,Sanjit Jacobs,Quebec,Quebec,Consumer,Furniture,Tables,Hon 94000 Series Round Tables,Jumbo Box,0.76,00:00.0
141,900,9/30/2009,Not Specified,29,1105.2306,0.07,Regular Air,674.4094,40.98,2.99,Karen Carlisle,Nova Scotia,Atlantic,Home Office,Office Supplies,Binders and Binder Accessories,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Small Box,0.36,00:00.0
142,902,7/26/2009,Not Specified,10,1888.068,0.09,Regular Air,745.938,207.48,0.99,Meg O'Connel,Manitoba,Prarie,Corporate,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Small Box,0.55,00:00.0
144,928,3/1/2011,Low,26,371.4984,0.02,Express Air,182.14,14.58,7.4,Anthony O'Donnell,British Columbia,West,Consumer,Furniture,Office Furnishings,DAX Clear Channel Poster Frame,Small Box,0.48,00:00.0
145,929,10/1/2012,High,21,221.1552,0.04,Regular Air,67.2184,10.97,6.5,Luke Foster,Yukon,Yukon,Corporate,Technology,Computer Peripherals,Micro Innovations 104 Keyboard,Small Box,0.64,00:00.0
150,960,9/20/2009,Medium,46,587.3694,0.07,Regular Air,239.4662,13.73,6.85,Jim Kriz,Ontario,Ontario,Consumer,Furniture,Office Furnishings,DAX Wood Document Frame.,Wrap Bag,0.54,00:00.0
153,964,5/19/2011,Medium,50,293.02,0.02,Regular Air,174.92,5.98,1.49,Stefania Perrino,Quebec,Quebec,Corporate,Office Supplies,Binders and Binder Accessories,Avery Hanging File Binders,Small Box,0.39,00:00.0
143,928,3/1/2011,Low,21,1184.0052,0.06,Express Air,462.0546,59.98,3.99,Anthony O'Donnell,British Columbia,West,Consumer,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Small Box,0.57,00:00.0
146,929,10/1/2012,High,39,77.8752,0.04,Regular Air,30.6992,2.08,2.56,Luke Foster,Yukon,Yukon,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Kleencut® Forged Office Shears by Acme United Corporation,Small Pack,0.55,00:00.0
147,930,12/16/2009,Critical,22,881.7688,0.03,Express Air,132.2384,41.32,58.66,Phillina Ober,New Brunswick,Atlantic,Small Business,Furniture,Office Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Medium Box,0.76,00:00.0
148,930,12/16/2009,Critical,11,75.68,0,Regular Air,44.1648,6.88,2,Phillina Ober,New Brunswick,Atlantic,Small Business,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Wrap Bag,0.39,00:00.0
149,933,8/4/2012,Not Specified,15,77.616,0.02,Regular Air,45.322,5.28,2.99,Claudia Miner,Nunavut,Nunavut,Small Business,Office Supplies,Binders and Binder Accessories,"Wilson Jones 1"" Hanging DublLock® Ring Binders",Small Box,0.37,00:00.0
151,962,5/5/2009,Low,33,3815.1498,0.06,Regular Air,2293.4519,122.99,19.99,Mike Vittorini,British Columbia,West,Small Business,Office Supplies,Binders and Binder Accessories,GBC Therma-A-Bind 250T Electric Binding System,Small Box,0.37,00:00.0
152,962,5/5/2009,Low,47,2975.3444,0.08,Delivery Truck,1589.3757,68.81,60,Mike Vittorini,British Columbia,West,Small Business,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41,00:00.0
157,967,6/20/2012,Medium,42,1569.2292,0.01,Regular Air,631.132,37.74,2.9,Maureen Gastineau,Yukon,Yukon,Consumer,Office Supplies,Pens & Art Supplies,Panasonic KP-150 Electric Pencil Sharpener,Small Pack,0.59,00:00.0
158,967,6/20/2012,Medium,48,10813.176,0.01,Delivery Truck,3353.464,227.55,32.48,Maureen Gastineau,Yukon,Yukon,Consumer,Furniture,Tables,Hon Rectangular Conference Tables,Jumbo Box,0.68,00:00.0
159,994,4/19/2009,Low,38,127.8776,0.06,Regular Air,77.2732,3.58,1.63,Kelly Lampkin,Ontario,Ontario,Corporate,Office Supplies,Rubber Bands,"OIC Colored Binder Clips, Assorted Sizes",Wrap Bag,0.36,00:00.0
160,995,5/30/2011,Medium,46,1779.8918,0.03,Regular Air,804.3336,39.89,3.04,Neola Schneider,Nunavut,Nunavut,Home Office,Furniture,Office Furnishings,Ultra Commercial Grade Dual Valve Door Closer,Wrap Bag,0.53,00:00.0
161,998,11/25/2009,Not Specified,16,234.2112,0.07,Regular Air,132.0852,15.74,1.39,Allen Rosenblatt,Nunavut,Nunavut,Small Business,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Small Box,0.4,00:00.0
162,999,9/4/2010,Low,6,526.7736,0.08,Regular Air,54.4454,95.43,19.99,Max Jones,Ontario,Ontario,Home Office,Office Supplies,Storage & Organization,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,Small Box,0.79,00:00.0
163,1027,6/2/2012,Medium,19,1294.6752,0.04,Delivery Truck,492.708,70.98,46.74,Hallie Redmond,Alberta,West,Home Office,Furniture,Bookcases,"Hon Metal Bookcases, Putty",Jumbo Box,0.56,00:00.0
164,1028,1/5/2009,High,6,165.7536,0.03,Regular Air,95.4116,28.48,1.99,Matt Collins,British Columbia,West,Consumer,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Small Pack,0.4,00:00.0
165,1028,1/5/2009,High,11,2243.2311,0.01,Regular Air,900.366,205.99,5.99,Matt Collins,British Columbia,West,Consumer,Technology,Telephones and Communication,3285,Small Box,0.59,00:00.0
250,1761,12/23/2010,High,25,11137.2525,0.01,Delivery Truck,6813.3475,449.99,49,Carl Ludwig,Nunavut,Nunavut,Corporate,Technology,Copiers and Fax,Canon PC940 Copier,Jumbo Drum,0.38,00:00.0
251,1762,8/19/2009,Not Specified,29,857.1066,0.07,Regular Air,468.0362,31.78,1.99,Lisa Hazard,Alberta,West,Home Office,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",Small Pack,0.42,00:00.0
252,1762,8/19/2009,Not Specified,11,65.78,0,Regular Air,39.5992,5.98,2.5,Lisa Hazard,Alberta,West,Home Office,Office Supplies,Envelopes,Wausau Papers Astrobrights® Colored Envelopes,Small Box,0.36,00:00.0
253,1762,8/19/2009,Not Specified,43,1392.813,0.1,Express Air,540.5495,35.99,1.1,Lisa Hazard,Alberta,West,Home Office,Technology,Telephones and Communication,Accessory35,Small Box,0.55,00:00.0
166,1031,8/31/2009,Medium,34,216.58,0,Regular Air,129.0896,6.37,5.19,Sanjit Jacobs,Quebec,Quebec,Consumer,Office Supplies,Binders and Binder Accessories,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Small Box,0.38,00:00.0
167,1057,2/19/2012,Critical,41,315.6426,0.09,Regular Air,100.438,8.46,3.62,Anthony Witt,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Small Pack,0.61,00:00.0
168,1058,4/25/2010,Medium,3,546.8121,0.07,Regular Air,185.0401,195.99,8.99,Jim Epp,New Brunswick,Atlantic,Small Business,Technology,Telephones and Communication,T28 WORLD,Small Box,0.6,00:00.0
169,1059,2/26/2009,Critical,22,115.1304,0.02,Regular Air,67.498,5.34,2.99,Sean O'Donnell,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Small Box,0.38,00:00.0
170,1059,2/26/2009,Critical,24,954.0144,0.03,Regular Air,582.642,40.98,7.47,Sean O'Donnell,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Small Box,0.37,00:00.0
171,1060,2/20/2010,Medium,30,1131,0,Regular Air,732.16,37.7,2.99,Harold Dahlen,Alberta,West,Corporate,Office Supplies,Binders and Binder Accessories,Vinyl Sectional Post Binders,Small Box,0.35,00:00.0
172,1088,5/20/2012,Low,13,245.349,0.1,Regular Air,26.2132,20.97,6.5,Muhammed Yedwab,New Brunswick,Atlantic,Consumer,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,0.78,00:00.0
173,1095,8/21/2011,Medium,28,129.6792,0.07,Regular Air,74.7608,4.98,4.72,Ed Braxton,Yukon,Yukon,Consumer,Office Supplies,Paper,Xerox 1949,Small Box,0.36,00:00.0
174,1127,9/18/2011,Not Specified,48,5273.7696,0.01,Regular Air,1584.122,110.98,13.99,Stuart Calhoun,Ontario,Ontario,Consumer,Furniture,Office Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Medium Box,0.69,00:00.0
175,1154,2/14/2012,Critical,44,4265.3952,0.04,Delivery Truck,1573.3032,100.98,26.22,Sylvia Foulston,Nunavut,Nunavut,Home Office,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,Jumbo Box,0.6,00:00.0
176,1154,2/14/2012,Critical,11,588.8025,0.25,Regular Air,-14.0451,71.37,69,Sylvia Foulston,Nunavut,Nunavut,Home Office,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Large Box,0.68,00:00.0
177,1154,2/14/2012,Critical,23,110.6714,0.02,Regular Air,69.5166,4.91,0.5,Thea Hendricks,Quebec,Quebec,Home Office,Office Supplies,Labels,Avery 493,Small Box,0.36,00:00.0
178,1154,2/14/2012,Critical,7,491.8221,0.01,Express Air,195.216,70.97,3.5,Thea Hendricks,Newfoundland,Atlantic,Home Office,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Small Box,0.59,00:00.0
179,1185,8/23/2012,Low,7,353.4076,0.09,Regular Air,195.4144,55.48,14.3,Ionia McGrath,New Brunswick,Atlantic,Home Office,Office Supplies,Paper,Xerox 194,Small Box,0.37,00:00.0
180,1187,11/19/2012,Medium,14,212.534,0.05,Regular Air,125.7576,15.98,4,Guy Armstrong,Prince Edward Island,Atlantic,Corporate,Technology,Computer Peripherals,Logitech Access Keyboard,Small Box,0.37,00:00.0
181,1189,4/8/2009,Critical,27,119.34,0,Regular Air,69.0008,4.42,4.99,Aaron Smayling,Quebec,Quebec,Small Business,Office Supplies,Envelopes,Grip Seal Envelopes,Small Box,0.38,00:00.0
182,1191,11/6/2011,Medium,35,3245.76,0.08,Delivery Truck,1104.24,100.8,60,Karl Brown,Quebec,Quebec,Home Office,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Jumbo Drum,0.59,00:00.0
183,1217,4/25/2012,Not Specified,25,662.16,0.07,Regular Air,375.37,28.48,1.99,Sung Shariari,Saskachewan,Prarie,Corporate,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Small Pack,0.4,00:00.0
184,1218,6/19/2009,Not Specified,3,38.934,0.1,Regular Air,9.6888,14.42,6.75,Craig Carroll,Ontario,Ontario,Corporate,Office Supplies,Appliances,Holmes Odor Grabber,Medium Box,0.52,00:00.0
188,1222,2/4/2010,Medium,48,233.1648,0.08,Regular Air,126.2188,5.28,5.57,Nicole Brennan,Alberta,West,Home Office,Office Supplies,Paper,Xerox 1981,Small Box,0.4,00:00.0
190,1280,1/10/2010,Low,40,796.86,0.05,Regular Air,136.096,20.97,6.5,Harold Dahlen,Alberta,West,Corporate,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,0.78,00:00.0
185,1221,4/18/2012,Not Specified,1,8.084,0.06,Regular Air,-1.374,8.6,6.19,Lela Donovan,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Avery Printable Repositionable Plastic Tabs,Small Box,0.38,00:00.0
186,1221,4/18/2012,Not Specified,11,9570.8833,0.03,Regular Air,5801.4751,896.99,19.99,Lela Donovan,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,GBC DocuBind TL300 Electric Binding System,Small Box,0.38,00:00.0
187,1221,4/18/2012,Not Specified,16,62.4128,0.08,Regular Air,33.2588,4.24,5.41,Lela Donovan,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,Small Box,0.35,00:00.0
189,1253,1/25/2010,Critical,15,455.715,0.05,Regular Air,89.22,31.98,6.72,Tanja Norvell,Manitoba,Prarie,Consumer,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Stor/Drawer® Steel Plus™,Small Box,0.75,00:00.0
191,1282,2/27/2012,Not Specified,26,826.28,0,Regular Air,477.2524,31.78,1.99,Emily Grady,British Columbia,West,Home Office,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",Small Pack,0.42,00:00.0
192,1282,2/27/2012,Not Specified,10,27.522,0.01,Regular Air,13.672,2.78,1.34,Emily Grady,British Columbia,West,Home Office,Office Supplies,Pens & Art Supplies,Prang Drawing Pencil Set,Wrap Bag,0.45,00:00.0
193,1285,5/31/2012,Critical,27,3536.46,0,Delivery Truck,1041.5626,130.98,54.74,Sally Matthias,Nova Scotia,Atlantic,Corporate,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",Jumbo Box,0.69,00:00.0
194,1285,5/31/2012,Critical,8,1662.5,0.05,Delivery Truck,245.36,218.75,69.64,Sally Matthias,Nova Scotia,Atlantic,Corporate,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.77,00:00.0
195,1286,5/13/2010,Not Specified,46,226.366,0.05,Regular Air,134.8452,5.18,5.74,Lena Creighton,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones Impact Binders,Small Box,0.36,00:00.0
196,1286,5/13/2010,Not Specified,14,1131.6284,0.06,Regular Air,682.9002,85.99,3.3,Lena Creighton,Ontario,Ontario,Home Office,Technology,Telephones and Communication,Accessory20,Small Pack,0.37,00:00.0
197,1287,7/4/2009,High,39,3859.9314,0.06,Regular Air,605.8265,105.29,10.12,Mitch Willingham,Saskachewan,Prarie,Corporate,Furniture,Office Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Large Box,0.79,00:00.0
198,1313,9/12/2009,Critical,34,776.56,0,Regular Air,456.7816,22.84,16.92,Sally Matthias,Nova Scotia,Atlantic,Home Office,Office Supplies,Paper,Xerox 1973,Small Box,0.39,00:00.0
199,1314,5/12/2009,Medium,4,37.08,0,Regular Air,18.5996,9.27,4.39,Justin Knight,British Columbia,West,Corporate,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Wrap Bag,0.38,00:00.0
200,1317,5/18/2011,High,44,483.912,0.06,Regular Air,272.362,11.7,5.63,Janet Lee,Saskachewan,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,Fellowes Binding Cases,Small Box,0.4,00:00.0
201,1317,5/18/2011,High,40,183.264,0.08,Regular Air,104.112,4.98,7.44,Janet Lee,Saskachewan,Prarie,Consumer,Office Supplies,Paper,Xerox 1922,Small Box,0.36,00:00.0
202,1317,5/18/2011,High,29,143.9328,0.06,Regular Air,77.1148,5.28,5.57,Janet Lee,Saskachewan,Prarie,Consumer,Office Supplies,Paper,Xerox 1981,Small Box,0.4,00:00.0
203,1344,4/15/2012,Low,15,930.459,0.06,Regular Air,341.1875,65.99,5.26,Jim Radford,Nunavut,Nunavut,Corporate,Technology,Telephones and Communication,g520,Small Box,0.59,00:00.0
204,1344,4/15/2012,Low,18,2779.7418,0.01,Regular Air,1142.2162,155.99,8.99,Jim Radford,Nunavut,Nunavut,Corporate,Technology,Telephones and Communication,LX 788,Small Box,0.58,00:00.0
205,1345,10/27/2012,Low,24,2229.6384,0.08,Delivery Truck,691.216,100.98,35.84,Ritsa Hightower,Ontario,Ontario,Corporate,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Jumbo Box,0.62,00:00.0
206,1346,6/17/2012,High,48,4410.8064,0.09,Delivery Truck,1476.3624,100.98,26.22,Theone Pippenger,Nova Scotia,Atlantic,Corporate,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,Jumbo Box,0.6,00:00.0
207,1382,8/16/2010,Low,5,98.653,0.06,Regular Air,11.1435,20.99,2.5,Corey Catlett,Newfoundland,Atlantic,Home Office,Technology,Telephones and Communication,Accessory37,Wrap Bag,0.81,00:00.0
208,1382,8/16/2010,Low,39,145.9068,0.06,Regular Air,81.6632,3.98,5.26,Corey Catlett,Newfoundland,Atlantic,Home Office,Office Supplies,Binders and Binder Accessories,Ibico Presentation Index for Binding Systems,Small Box,0.38,00:00.0
209,1382,8/16/2010,Low,31,6713.3724,0.02,Delivery Truck,2401.4768,220.98,64.66,Corey Catlett,Newfoundland,Atlantic,Home Office,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",Jumbo Box,0.62,00:00.0
210,1383,4/26/2010,High,43,16631.0412,0.07,Regular Air,6426.4524,415.88,11.37,Frank Merwin,Alberta,West,Consumer,Office Supplies,Storage & Organization,Deluxe Rollaway Locking File with Drawer,Small Box,0.57,00:00.0
211,1411,12/20/2009,High,39,5713.1802,0.09,Delivery Truck,1157.8418,160.98,35.02,Ed Jacobs,Newfoundland,Atlantic,Small Business,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,Jumbo Box,0.72,00:00.0
212,1411,12/20/2009,High,47,7527.0923,0.09,Regular Air,2641.8996,175.99,4.99,Ed Jacobs,Yukon,Yukon,Small Business,Technology,Telephones and Communication,5165,Small Box,0.59,00:00.0
213,1412,3/12/2010,Not Specified,13,43.173,0.1,Express Air,24.4444,3.69,0.5,Carlos Soltero,Nunavut,Nunavut,Consumer,Office Supplies,Labels,Avery 52,Small Box,0.38,00:00.0
214,1412,3/12/2010,Not Specified,21,93.9645,0.05,Regular Air,14.1365,4.71,0.7,Carlos Soltero,Nunavut,Nunavut,Consumer,Office Supplies,Rubber Bands,Plymouth Boxed Rubber Bands by Plymouth,Wrap Bag,0.8,00:00.0
215,1414,8/15/2011,Critical,44,4316.6508,0.07,Delivery Truck,793.8408,105.49,41.64,Carol Darley,British Columbia,West,Small Business,Furniture,Tables,Balt Solid Wood Rectangular Table,Jumbo Box,0.75,00:00.0
